"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	954	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1017	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1005	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1023	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1015	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	981	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	988	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	1001	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1049	Not Applicable	Not Applicable
	"43 years"	"43"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	1081	Not Applicable	Not Applicable
	"43 years"	"43"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	838	Not Applicable	Not Applicable
	"43 years"	"43"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	403	Not Applicable	Not Applicable
	"43 years"	"43"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Jan., 2018"	"2018/01"	806	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Feb., 2018"	"2018/02"	775	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Mar., 2018"	"2018/03"	834	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Apr., 2018"	"2018/04"	756	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"May, 2018"	"2018/05"	813	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Jun., 2018"	"2018/06"	767	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Jul., 2018"	"2018/07"	743	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Aug., 2018"	"2018/08"	778	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Sep., 2018"	"2018/09"	797	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Oct., 2018"	"2018/10"	782	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Nov., 2018"	"2018/11"	811	Not Applicable	Not Applicable
	"44 years"	"44"	"2018"	"2018"	"Dec., 2018"	"2018/12"	814	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Jan., 2019"	"2019/01"	847	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Feb., 2019"	"2019/02"	738	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Mar., 2019"	"2019/03"	814	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Apr., 2019"	"2019/04"	784	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"May, 2019"	"2019/05"	799	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Jun., 2019"	"2019/06"	798	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Jul., 2019"	"2019/07"	801	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Aug., 2019"	"2019/08"	780	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Sep., 2019"	"2019/09"	803	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Oct., 2019"	"2019/10"	818	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Nov., 2019"	"2019/11"	738	Not Applicable	Not Applicable
	"44 years"	"44"	"2019"	"2019"	"Dec., 2019"	"2019/12"	814	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Jan., 2020"	"2020/01"	861	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Feb., 2020"	"2020/02"	761	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Mar., 2020"	"2020/03"	946	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1077	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"May, 2020"	"2020/05"	1080	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Jun., 2020"	"2020/06"	930	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1061	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1008	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Sep., 2020"	"2020/09"	953	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Oct., 2020"	"2020/10"	964	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Nov., 2020"	"2020/11"	996	Not Applicable	Not Applicable
	"44 years"	"44"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1180	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1163	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1050	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1099	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1050	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"May, 2021"	"2021/05"	1022	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1035	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1144	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1481	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1613	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1338	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1193	Not Applicable	Not Applicable
	"44 years"	"44"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1296	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1427	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1053	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1059	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	968	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1036	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1021	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1090	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1040	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	975	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	990	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	1063	Not Applicable	Not Applicable
	"44 years"	"44"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1075	Not Applicable	Not Applicable
	"44 years"	"44"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	1094	Not Applicable	Not Applicable
	"44 years"	"44"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	924	Not Applicable	Not Applicable
	"44 years"	"44"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	405	Not Applicable	Not Applicable
	"44 years"	"44"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Jan., 2018"	"2018/01"	1015	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Feb., 2018"	"2018/02"	835	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Mar., 2018"	"2018/03"	847	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Apr., 2018"	"2018/04"	877	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"May, 2018"	"2018/05"	859	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Jun., 2018"	"2018/06"	825	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Jul., 2018"	"2018/07"	858	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Aug., 2018"	"2018/08"	889	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Sep., 2018"	"2018/09"	841	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Oct., 2018"	"2018/10"	888	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Nov., 2018"	"2018/11"	829	Not Applicable	Not Applicable
	"45 years"	"45"	"2018"	"2018"	"Dec., 2018"	"2018/12"	946	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Jan., 2019"	"2019/01"	884	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Feb., 2019"	"2019/02"	795	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Mar., 2019"	"2019/03"	875	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Apr., 2019"	"2019/04"	833	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"May, 2019"	"2019/05"	858	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Jun., 2019"	"2019/06"	808	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Jul., 2019"	"2019/07"	886	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Aug., 2019"	"2019/08"	808	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Sep., 2019"	"2019/09"	793	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Oct., 2019"	"2019/10"	830	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Nov., 2019"	"2019/11"	871	Not Applicable	Not Applicable
	"45 years"	"45"	"2019"	"2019"	"Dec., 2019"	"2019/12"	929	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Jan., 2020"	"2020/01"	941	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Feb., 2020"	"2020/02"	836	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Mar., 2020"	"2020/03"	958	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1097	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"May, 2020"	"2020/05"	1134	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1104	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1134	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1166	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Sep., 2020"	"2020/09"	990	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1029	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1102	Not Applicable	Not Applicable
	"45 years"	"45"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1252	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1265	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1040	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1174	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1088	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"May, 2021"	"2021/05"	1108	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1047	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1153	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1422	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1538	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1356	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1138	Not Applicable	Not Applicable
	"45 years"	"45"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1359	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1418	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1114	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1042	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	957	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1072	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1027	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1062	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1059	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	1031	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	1089	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	1114	Not Applicable	Not Applicable
	"45 years"	"45"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1149	Not Applicable	Not Applicable
	"45 years"	"45"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	1076	Not Applicable	Not Applicable
	"45 years"	"45"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	916	Not Applicable	Not Applicable
	"45 years"	"45"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	452	Not Applicable	Not Applicable
	"45 years"	"45"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Jan., 2018"	"2018/01"	1155	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Feb., 2018"	"2018/02"	986	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Mar., 2018"	"2018/03"	1066	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Apr., 2018"	"2018/04"	953	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"May, 2018"	"2018/05"	981	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Jun., 2018"	"2018/06"	954	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Jul., 2018"	"2018/07"	1018	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1024	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Sep., 2018"	"2018/09"	935	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Oct., 2018"	"2018/10"	923	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Nov., 2018"	"2018/11"	932	Not Applicable	Not Applicable
	"46 years"	"46"	"2018"	"2018"	"Dec., 2018"	"2018/12"	998	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Jan., 2019"	"2019/01"	1026	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Feb., 2019"	"2019/02"	933	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Mar., 2019"	"2019/03"	949	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Apr., 2019"	"2019/04"	918	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"May, 2019"	"2019/05"	932	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Jun., 2019"	"2019/06"	972	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Jul., 2019"	"2019/07"	918	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Aug., 2019"	"2019/08"	888	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Sep., 2019"	"2019/09"	864	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Oct., 2019"	"2019/10"	917	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Nov., 2019"	"2019/11"	928	Not Applicable	Not Applicable
	"46 years"	"46"	"2019"	"2019"	"Dec., 2019"	"2019/12"	953	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Jan., 2020"	"2020/01"	967	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Feb., 2020"	"2020/02"	957	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Mar., 2020"	"2020/03"	1029	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1182	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"May, 2020"	"2020/05"	1159	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1072	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1196	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1152	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1074	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1132	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1123	Not Applicable	Not Applicable
	"46 years"	"46"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1386	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1397	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1184	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1214	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1153	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"May, 2021"	"2021/05"	1173	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1073	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1235	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1631	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1754	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1535	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1305	Not Applicable	Not Applicable
	"46 years"	"46"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1381	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1533	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1105	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1138	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	979	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1058	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1062	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1106	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1030	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	1046	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	1016	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	1065	Not Applicable	Not Applicable
	"46 years"	"46"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1147	Not Applicable	Not Applicable
	"46 years"	"46"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	1110	Not Applicable	Not Applicable
	"46 years"	"46"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	935	Not Applicable	Not Applicable
	"46 years"	"46"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	402	Not Applicable	Not Applicable
	"46 years"	"46"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Jan., 2018"	"2018/01"	1223	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Feb., 2018"	"2018/02"	1036	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Mar., 2018"	"2018/03"	1171	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Apr., 2018"	"2018/04"	1064	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"May, 2018"	"2018/05"	1143	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Jun., 2018"	"2018/06"	1122	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Jul., 2018"	"2018/07"	1137	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1108	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Sep., 2018"	"2018/09"	1042	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Oct., 2018"	"2018/10"	1076	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Nov., 2018"	"2018/11"	1033	Not Applicable	Not Applicable
	"47 years"	"47"	"2018"	"2018"	"Dec., 2018"	"2018/12"	1094	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Jan., 2019"	"2019/01"	1123	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Feb., 2019"	"2019/02"	944	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Mar., 2019"	"2019/03"	1137	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Apr., 2019"	"2019/04"	978	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"May, 2019"	"2019/05"	1075	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Jun., 2019"	"2019/06"	1012	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Jul., 2019"	"2019/07"	1077	Not Applicable	Not Applicable
	"47 years"	"47"	"2019"	"2019"	"Aug., 2019"	"2019/08"	1050	Not Applicable	Not Applicable
